,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,-0.31737778,-0.31207645,-0.31316984,-0.3097172,-0.2978718,-0.27357396,-0.27242428,-0.2764643,-0.27372986,-0.32091764,-0.32074252,-0.32015565,-0.31951413,-0.32163358,-0.32154727,-0.32096502,-0.32175493,-0.32037258,-0.32200754,-0.3221699,-0.32136533,-0.32106107,-0.32189324,-0.32192412,-0.32248297,-0.32431298,-0.32333216,-0.32215255,-0.32177675,-0.32340735,-0.32357928,-0.32347232,-0.24278396,-0.2727868,-0.21414334,-0.32421264,-0.26652873,-0.26506323,-0.32548666,-0.32467422,-0.25811177,-0.2561224,-0.21471474,-0.32488003,-0.2100177,-0.18195711,-0.20435919,-0.32469773,-0.17549074,-0.19708136,-0.19550116,-0.32599714,-0.32391626,-0.18725847,-0.32583693,-0.15852213,-0.18184812,-0.22248757,-0.22082508,-0.17585132,-0.21684447,-0.32563183,-0.3250004,-0.21320203,-0.20925058,-0.32567403,-0.32609206,-0.3252546,-0.2026081,-0.32577175,-0.1558976,-0.32576916,-0.12922943,-0.15074337,-0.32551906
1,-0.31756037,-0.31226233,-0.31335664,-0.30989987,-0.2980387,-0.27372417,-0.27256802,-0.27660564,-0.2738594,-0.32106808,-0.3208852,-0.32029748,-0.31965277,-0.3217728,-0.32168552,-0.3211149,-0.3219079,-0.32053006,-0.32217062,-0.32233912,-0.32153445,-0.3212324,-0.3220693,-0.32209623,-0.3226571,-0.32448292,-0.32350123,-0.32232,-0.32193646,-0.32356855,-0.32374164,-0.32363006,-0.2428936,-0.27291405,-0.21425746,-0.32436845,-0.26665503,-0.26518336,-0.32562906,-0.32481983,-0.25822765,-0.25623193,-0.21480355,-0.32501945,-0.21009976,-0.18204226,-0.20443712,-0.32483095,-0.17559119,-0.1971952,-0.19559118,-0.3261322,-0.3240553,-0.18733218,-0.3259662,-0.15858376,-0.18193394,-0.22259584,-0.22091319,-0.17591602,-0.21695676,-0.32576227,-0.32513255,-0.21327889,-0.20932586,-0.32579896,-0.32621637,-0.32537985,-0.20267883,-0.32588908,-0.15595697,-0.3258722,-0.12926951,-0.15080047,-0.3256186
2,-0.31776017,-0.31246555,-0.31355903,-0.31009653,-0.29821756,-0.27388504,-0.27272162,-0.27675602,-0.27399758,-0.3212274,-0.32103708,-0.32044855,-0.3198013,-0.32192236,-0.3218348,-0.3212783,-0.32207462,-0.3207006,-0.3223466,-0.32252073,-0.32171512,-0.32141384,-0.3222532,-0.32227674,-0.32283953,-0.3246591,-0.3236738,-0.32248947,-0.32210058,-0.32373092,-0.32390344,-0.32379133,-0.24300547,-0.27304164,-0.21437101,-0.32451934,-0.26677182,-0.265302,-0.32576963,-0.32495883,-0.25834823,-0.25633788,-0.21488744,-0.32515165,-0.21018052,-0.18211754,-0.20451318,-0.32495868,-0.17567277,-0.19728053,-0.19567484,-0.32625815,-0.32418308,-0.18740092,-0.3260839,-0.15865,-0.1820021,-0.22266746,-0.22099207,-0.17597654,-0.21702692,-0.32588062,-0.32525167,-0.2133512,-0.20939653,-0.3259093,-0.3263276,-0.32548705,-0.20274289,-0.32599157,-0.15599984,-0.3259657,-0.12929665,-0.15083869,-0.32571638
