,1,2,3,4,5
0,-0.11737771,-0.06273437,-0.12461436,-0.14718513,-0.12690742
1,-0.11871179,-0.06517302,-0.12556176,-0.14860228,-0.12806219
2,-0.120036066,-0.06806781,-0.12652896,-0.15020062,-0.12831756
