,valNNLoss,policyNNLoss,matching_rates
0,108906.5,-0.32125983,49.2685855851178
1,110542.8,-0.31996965,49.07617083005239
2,101575.36,-0.3193142,49.01317702670012
3,109274.69,-0.3214637,49.2379844865033
4,102955.54,-0.3193331,49.003785861619924
5,103028.82,-0.31985974,49.03029648345068
6,98423.77,-0.32107145,49.28076602593166
7,98215.805,-0.3202708,49.23591412013021
8,96831.516,-0.31994766,49.51177180581441
9,91132.97,-0.31954652,49.360648454284565
10,87334.49,-0.3210794,49.48107186174181
11,89097.51,-0.3214764,49.393078817266215
12,95635.62,-0.32054216,49.11503888472605
13,87671.16,-0.3205495,49.51730855868945
14,87771.81,-0.32113442,49.49853666064285
15,87884.74,-0.31963354,49.32339671298628
16,86802.69,-0.32036966,49.33275167106005
17,81929.22,-0.320733,49.56613325054061
18,80377.56,-0.3204787,49.58362693289499
19,76934.75,-0.32091632,49.58292204075712
20,72992.78,-0.32222635,49.76521264068993
21,86578.67,-0.32154933,49.69993324870532
22,76045.0,-0.32146448,49.73520169070529
23,76453.195,-0.32239652,50.016360046275075
24,75815.87,-0.32161424,49.75155593531281
25,66255.97,-0.32160234,49.73251406057373
26,67091.695,-0.32205564,49.94946860760735
27,67383.73,-0.32067895,49.75714744689341
28,68318.52,-0.32232887,49.963188780741206
29,66811.01,-0.32327372,49.858173009659325
30,65251.523,-0.322571,50.255664274170634
31,65099.44,-0.3231377,50.09848211216362
32,61631.1,-0.32248786,49.94065768563161
33,62642.504,-0.32228372,50.078392406088234
34,64797.836,-0.32367274,50.32746126046726
35,61349.51,-0.323003,49.93002533056893
36,48380.72,-0.32355982,50.21489939153863
37,57775.62,-0.32460085,50.026842245015835
38,57886.473,-0.3223136,49.96225150753125
39,53959.4,-0.32318488,50.16745683598815
40,55777.246,-0.32308725,50.20801469717059
41,53688.902,-0.3230719,50.32376259966917
42,50925.887,-0.3234373,50.05011964142522
43,62248.0,-0.3232003,50.075383086103045
44,46383.93,-0.32348242,50.0765991202435
45,46740.6,-0.32444626,50.240640068722975
46,50463.484,-0.3242459,50.54099952044844
47,49661.664,-0.3243945,50.31959515251422
48,47003.746,-0.3243826,50.40224266768847
49,45268.09,-0.32343918,50.450317119450894
50,46220.04,-0.3238526,50.195334321393204
51,44230.938,-0.32436815,50.32931003990707
52,44579.742,-0.32407653,50.29098201612123
53,43251.85,-0.3241389,50.22880515232721
54,48929.9,-0.32559958,50.4704318341185
55,43914.03,-0.3243742,50.38743270617192
56,41659.0,-0.3252468,50.62625271744738
57,44241.66,-0.3238957,50.114671753878376
58,39042.043,-0.32347345,50.43917036931037
59,40467.188,-0.32434806,50.64726577242312
60,39895.297,-0.32377726,50.36410558906792
61,38972.14,-0.3249002,50.449215689091695
62,39480.668,-0.32479486,50.58157692522968
63,39112.863,-0.32521108,50.578781261351914
64,39626.0,-0.32443637,50.34793089034211
65,38863.004,-0.32398555,50.477048578799824
66,36715.45,-0.32436997,50.54806222917311
67,37196.38,-0.32512313,50.71560574906718
68,35864.613,-0.32428104,50.450635917698264
69,34765.195,-0.32493985,50.455296793829504
70,35495.87,-0.32143128,50.42806619599926
71,34678.1,-0.32457146,50.70262618169292
72,35049.71,-0.3231903,50.41479905444674
73,34355.344,-0.32541856,50.886380389954326
74,35413.117,-0.3227759,50.522971932703946
