,valNNLoss,policyNNLoss,matching_rates
0,103843.76,-0.31846684,48.73272059694023
1,108937.01,-0.31916907,48.82098660995612
2,107117.055,-0.321145,49.15612744875826
3,102964.52,-0.3203833,49.152114615676794
4,101829.164,-0.3203375,49.10652092407868
5,97163.19,-0.32114482,49.01359695088285
6,91334.305,-0.3207808,49.45780153762222
7,108788.1,-0.32116407,49.810262404376
8,99025.664,-0.32021505,49.560069194815085
9,94689.555,-0.32218492,49.18637447981863
10,90157.3,-0.32122234,49.41005497957671
11,89728.195,-0.3219446,49.67056524339101
12,96105.555,-0.32168242,49.447727189326024
13,85572.26,-0.32079053,49.54763768459199
14,84709.95,-0.3214759,49.76622691272588
15,84335.98,-0.32146886,49.33822606422583
16,84400.99,-0.32335058,49.891903454605355
17,83578.25,-0.322968,49.745933633860375
18,78977.78,-0.3229668,49.95546132056972
19,81203.734,-0.3228865,49.86860497585667
20,78509.34,-0.3235286,50.1023665438048
21,66790.73,-0.32226813,49.84936296707546
22,77006.73,-0.32333672,49.928314628491265
23,77759.79,-0.32271925,50.02284349083052
24,75171.25,-0.3219202,49.92484309155248
25,70763.875,-0.32492843,50.15166297480109
26,71024.84,-0.32442462,50.179389887595214
27,69648.57,-0.32265297,50.13616347031454
28,73522.93,-0.32396752,50.302807090277135
29,62176.793,-0.3239463,50.717737877512256
30,66842.664,-0.32394245,50.35604926926277
31,66858.24,-0.2115478,50.4508645325379
32,65807.43,-0.32411328,50.59575866476802
33,61367.758,-0.32354358,50.38924949439136
34,59943.33,-0.20108266,50.51739589633198
35,62529.0,-0.32435316,50.59561295174003
36,59738.375,-0.15031251,50.32796343540936
37,57793.332,-0.32479075,50.53279822851999
38,55627.152,-0.18772325,50.810288332096206
39,65577.43,-0.1422905,50.72842458844211
40,59338.684,-0.18184344,50.658083735221645
41,56904.73,-0.32525143,50.82045257628101
42,52602.996,-0.3244938,50.452609373418866
43,53392.453,-0.32582173,50.894363603773066
44,51969.008,-0.32601294,50.752165683138955
45,55704.0,-0.3262542,50.76226172460569
46,47515.5,-0.324861,50.6156153886313
47,52412.758,-0.32606083,50.91538263350358
48,47099.215,-0.15964803,50.69570269941238
49,51070.203,-0.32487118,50.65643232303237
50,45210.55,-0.3253618,51.020153342425516
51,49556.582,-0.32523695,50.93986591970675
52,46489.336,-0.14994171,50.700982593383934
53,46637.58,-0.32501107,50.81368252998971
54,37231.08,-0.32535452,50.89274532554842
55,44905.53,-0.10754458,50.84127710876493
56,44043.367,-0.14248261,50.80976454801124
57,41512.12,-0.32428798,50.96277363134229
58,42217.07,-0.32573697,50.968672538959005
59,40032.742,-0.32652006,51.01823049682136
60,39944.637,-0.32575786,51.16360537535155
61,38862.246,-0.32629746,51.1128211159022
62,39685.465,-0.3257149,51.1508664960353
63,39101.87,-0.32682043,50.8214315344138
64,38847.234,-0.3268509,51.62785076578968
65,39694.113,-0.32681745,51.31335519744464
66,39317.42,-0.3258729,51.343203312696005
67,47639.688,-0.32613978,51.327689969937765
68,33294.207,-0.12216489,51.14791890999234
69,38615.09,-0.32706192,51.28391310188512
70,36216.56,-0.32752982,51.445379726037125
71,36035.26,-0.32613954,51.24658545428935
72,35901.25,-0.325756,51.28950840354215
73,39158.504,-0.3271798,51.326518713521544
74,37554.17,-0.11390286,51.3139437653611
