,valNNLoss,policyNNLoss,matching_rates
0,594657.9,-0.31178114,49.13885402983374
1,7102129.0,-0.23238873,48.90768845777431
2,435491620.0,-0.2686605,49.177810743607914
3,681629250.0,-0.24584194,48.98252454767924
4,769300200.0,-0.078157134,49.2514077274764
5,652933100.0,-0.07465522,49.35225107675705
6,277476400.0,-0.32122412,48.979665760333816
7,4085949000.0,-0.31978148,49.276749141829995
8,9394459000.0,-0.32172847,49.427362686315576
9,13668954000.0,-0.32119066,49.198025572679605
10,16448350000.0,-0.32026333,49.155211216023
11,17347390000.0,-0.31973025,49.35407934231571
12,22555689000.0,-0.3202185,49.33857145036363
13,30658308000.0,-0.32204494,49.76746656101045
14,32721211000.0,-0.15558808,49.555736012830074
15,15464073000.0,-0.32150292,49.58645089518597
16,19573662000.0,-0.08782497,49.792423417226274
17,40528757000.0,-0.32159477,49.49323619384464
18,42556620000.0,-0.32279688,49.77885129094571
19,44946993000.0,-0.055667687,49.73771510188337
20,51036730000.0,-0.32159123,50.0622191685639
21,52504003000.0,-0.32072586,49.688462740747546
22,62913348000.0,-0.30613908,49.904666050044256
23,63470560000.0,-0.322717,49.6965428344322
24,62508003000.0,-0.04066055,49.796159970818856
25,34269741000.0,-0.32335982,50.206728545551506
26,42912588000.0,-0.056133065,50.15651099243375
27,38578737000.0,-0.32266718,49.93731321285691
28,49442853000.0,-0.03489611,50.026557977284156
29,46625436000.0,-0.32374012,49.87140971347094
30,68506305000.0,-0.0553079,50.30811373375795
31,66223096000.0,-0.32385257,50.34430671872218
32,66136224000.0,-0.030807994,50.35222164170663
33,104263830000.0,-0.32290545,50.253053761590735
34,128433250000.0,-0.053861167,50.32839171299167
35,161832090000.0,-0.3236698,50.113428495659846
36,168819340000.0,-0.02555349,50.20365203593026
37,186955070000.0,-0.3241301,50.30774184560014
38,196037890000.0,-0.049440682,50.702446760838654
39,215225970000.0,-0.3247618,50.14754159548537
40,230774260000.0,-0.021527298,50.58446589725936
41,244533610000.0,-0.32466793,50.537754420332924
42,244337340000.0,-0.045612723,50.62992799067293
43,255298860000.0,-0.32457554,50.80434083601606
44,300493080000.0,-0.018505067,50.80700525550647
45,289938600000.0,-0.32445517,50.32250450897228
46,311269920000.0,-0.042732548,50.42247907870228
47,343825970000.0,-0.32368648,50.327559722064905
48,308269580000.0,-0.015689619,50.4893783884758
49,318166300000.0,-0.32393128,51.02205338066279
50,344743100000.0,-0.040339902,50.63541537678897
51,372638550000.0,-0.32572004,50.7524581722695
52,349246900000.0,-0.013302447,50.71611566907738
53,389630430000.0,-0.32510373,50.929814924418096
54,427504900000.0,-0.03814304,50.610268064139106
55,382350720000.0,-0.3248985,50.710797717504384
56,412759820000.0,-0.011477608,50.85889401887849
57,494923200000.0,-0.324308,50.447302324695094
58,518803200000.0,-0.03671362,50.98423514840736
59,523011850000.0,-0.32472396,51.08113303492814
60,579002400000.0,-0.009993893,50.96640796125264
61,585485200000.0,-0.32554072,51.078717776771285
62,579741940000.0,-0.03492233,50.935278156273604
63,608812200000.0,-0.32590926,50.68813882703725
64,608757700000.0,-0.0083271535,50.76239500883691
65,752188300000.0,-0.32522723,50.904706935281574
66,725113040000.0,-0.033505436,50.922389088256836
67,625421800000.0,-0.32612455,51.31440484964226
68,727274900000.0,-0.007180799,51.12854121825252
69,765875800000.0,-0.3256243,51.1697322651267
70,744586740000.0,-0.032469645,51.062855072612784
71,777504750000.0,-0.32523867,50.957799957454355
72,746269900000.0,-0.3253143,50.84084229124545
73,596453000000.0,-0.32714468,51.15118588411913
74,655941500000.0,-0.3264928,51.24452386572852
