means,stddevs
0.18496067979236092,0.6083975937630963
0.1941546419043322,0.55432384990977
0.25994257655875996,0.6363276558463047
0.3372878620255971,0.7184502753393844
0.4206463288999124,0.7957524282719628
0.5231748714456207,1.1509212388439238
0.638217544791096,1.2182325839880508
0.6381809998616239,1.2372502364898472
0.6546304236020603,1.2649860868589122
0.6572264629458143,1.2799010893469378
0.6562883714731585,1.2902865696782382
0.6473542044536551,1.2486200628875481
0.5603006066705671,0.9354262464674422
0.500236237668701,0.9249209747297532
0.5015665180798562,1.0255483410073418
0.4999986394041645,1.194000823735119
0.36071080045247356,1.0874239886799053
0.3532855004810101,1.1060110917785493
0.3437574839798837,1.1061949928690051
0.3488268166827401,1.1183490754863639
0.3434222601529854,1.0711979809991197
0.27641228554620156,0.6726077426372953
0.2689821054210793,0.6628085330889809
0.2753502561619642,0.676295607327024
0.2610727706699076,0.6563956342178413
0.22174352237751727,0.636103067861996
0.22417833673703436,0.6365562203810319
0.20724087514153852,0.5895159419901289
0.21628040400385798,0.6792783964244383
0.2628502035934888,1.0091424520231325
0.2934593819301134,1.0524330396473922
0.17537392153383094,0.46950839756387996
0.16662958574489573,0.4495846815660153
0.15073796131873263,0.419996716667495
0.140631635364454,0.4007534123584744
0.1313796511490749,0.3843077823285348
0.11992127525026923,0.3619649957152751
0.11998750590706618,0.36267267213429183
0.12214880676982112,0.36617664207179534
0.12108266186429562,0.3645638585977615
0.12304925134282375,0.36766099680238046
0.12429899797401658,0.36889225903870176
0.11911146210235715,0.3589811761255179
0.12037789571057657,0.3618109706026827
0.12418097471871255,0.368983816464362
0.12595973450434836,0.37463066314655774
0.1288384404441228,0.3792253245324081
0.1314391125604743,0.3829299214455334
0.1295485140460605,0.3800709224618793
0.13151481116515287,0.3833154873966042
0.13291568513545451,0.38490804779216226
0.12499472347441391,0.3699564938472352
0.12508312846995506,0.3707978848620348
0.12762368698847362,0.3749323324517645
0.12750681068172534,0.37521183171579087
0.12989840082312223,0.378837854932755
0.13104863280021442,0.3793526508913725
0.12318454629402593,0.36299454218898175
0.12393622489259333,0.365074293722869
0.1279539856833384,0.3725089458487848
0.12985717814267791,0.37860374543256026
0.1328620709127707,0.3833584601333579
0.13575463019196346,0.38754171409013105
0.13394479034938597,0.3849390850795238
0.13579902384782663,0.38780107970229594
0.13657094271502462,0.3876429965243595
0.1253601277907592,0.36513856329544786
0.12444598730264979,0.36435503001184266
0.12681175985694898,0.36805460282934166
0.1265336810551513,0.3677616696515342
0.12895551915355744,0.3713274836142707
0.13081056226274337,0.37345310946686483
0.12536932586839247,0.3641997731525016
0.12693493313616022,0.36783839498011267
