means,stddevs
0.3512658227848101,0.937017376960248
0.13449367088607594,0.6005386356361476
0.0189873417721519,0.13658822113675304
0.08069620253164557,0.43769402520515754
0.20094936708860758,0.6912166062807907
0.060126582278481014,0.2508786141517406
0.04746835443037975,0.22012800399128327
0.014240506329113924,0.1312613164273253
0.014240506329113924,0.1312613164273253
0.02689873417721519,0.18043231022210982
0.020569620253164556,0.16284220307084196
0.495253164556962,2.045437022764229
0.21835443037974683,1.0944805254614018
0.16139240506329114,0.9812327499032224
0.3259493670886076,1.3516758573795504
0.8765822784810127,2.0463617816885478
0.6234177215189873,2.033153662595
0.6503164556962026,2.05692365523586
0.6740506329113924,2.0849070600619855
0.7183544303797469,2.1533400468898867
0.6930379746835443,2.0893092023652593
0.22151898734177214,0.9904355136859968
0.10284810126582279,0.7804209451905468
0.1060126582278481,0.8684441083982548
0.10759493670886076,0.8836277553303528
0.10917721518987342,0.882535940601341
0.1439873417721519,0.8462625503461955
0.08227848101265822,0.6537972940623195
0.1518987341772152,1.0034944660800147
0.569620253164557,1.9868572563994324
1.0901898734177216,2.145226218022252
0.02531645569620253,0.15720889989878437
0.02689873417721519,0.16191563962927433
0.03164556962025317,0.17519329875776615
0.023734177215189875,0.15234036534180834
0.006329113924050633,0.07936638488434389
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03164556962025317,0.17519329875776585
0.023734177215189875,0.20548727347227264
0.011075949367088608,0.13156662009064668
0.01740506329113924,0.15319391140304042
0.04113924050632911,0.2352810631555633
0.07436708860759493,0.34130528516123315
0.09018987341772151,0.3645529516280339
0.08702531645569621,0.3653225299151558
0.08544303797468354,0.35913718568925185
0.08386075949367089,0.35729965349550746
0.07120253164556962,0.3419805419714465
0.02689873417721519,0.18043231022210887
0.030063291139240507,0.18853340667693083
0.028481012658227847,0.1845341149368261
0.03164556962025317,0.19243657694201025
0.03955696202531646,0.2106930528489409
0.030063291139240507,0.18853340667693014
0.023734177215189875,0.1808764861328647
0.05379746835443038,0.2523138125931214
0.17563291139240506,0.3971067049042857
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.15822784810126583,0.5313875852450555
0.10126582278481013,0.380838567906021
0.15348101265822786,0.46101992244810897
0.08544303797468354,0.33635049815032597
0.08702531645569621,0.3139988179566731
0.3037974683544304,1.339199849850009
0.18037974683544303,0.9194471473834808
0.13765822784810128,0.8379127851173415
0.23734177215189872,1.1744768091542872
0.6534810126582279,1.8195593159429564
0.6028481012658228,1.8343935781053449
0.6645569620253164,1.865903109792596
0.6914556962025317,1.89955114422845
0.7199367088607594,1.954080130406958
0.7436708860759493,1.9176693971769307
0.28322784810126583,0.950687644356091
0.12658227848101267,0.7467557064643809
0.1060126582278481,0.7940918443157443
0.11708860759493671,0.7855019926192671
0.13924050632911392,0.8077936881038756
0.14556962025316456,0.7663770272644708
0.10443037974683544,0.6602928742405992
0.16139240506329114,0.916080999300705
0.5806962025316456,1.827716047083149
0.9382911392405063,1.8683252475080514
0.03481012658227848,0.18344380043028727
0.0,0.0
0.0,0.0
0.0,0.0
0.012658227848101266,0.1118829914123575
